name,owner,stars,createdAt,updatedAt,primaryLanguage,mergedPRs,releases,closedIssues,totalIssues
Telegram,DrKLO,23456,2013-10-25T14:08:10Z,2024-03-06T16:45:00Z,Java,20,,0,0
spacemacs,syl20bnr,23419,2012-12-17T21:34:03Z,2024-03-06T16:21:24Z,Emacs Lisp,1793,,8256,8481
algorithms,keon,23418,2016-11-17T22:32:08Z,2024-03-06T17:41:19Z,Python,433,,100,158
outline,outline,23395,2016-05-22T21:31:47Z,2024-03-06T19:56:03Z,TypeScript,2049,,2449,2533
javascript-testing-best-practices,goldbergyoni,23389,2019-07-04T11:08:12Z,2024-03-06T17:17:33Z,JavaScript,146,,15,64
awesome-sysadmin,kahun,23368,2014-02-09T22:39:20Z,2024-03-06T09:14:39Z,,183,,28,98
wttr.in,chubin,23347,2015-12-26T21:03:43Z,2024-03-06T17:51:08Z,Python,271,,349,633
pure,pure-css,23343,2013-04-22T16:16:39Z,2024-03-06T09:39:57Z,JavaScript,374,,571,578
upscayl,upscayl,23326,2022-07-30T17:19:20Z,2024-03-06T17:38:37Z,TypeScript,47,,528,563
lux,iawia002,23314,2018-02-24T11:29:03Z,2024-03-06T16:01:26Z,Go,281,,520,987
locust,locustio,23290,2011-02-17T11:08:03Z,2024-03-06T19:11:37Z,Python,767,,1551,1564
jumpserver,jumpserver,23222,2014-07-04T03:54:59Z,2024-03-06T16:17:30Z,Python,5927,,5956,6005
vscodium,VSCodium,23212,2018-08-13T14:26:58Z,2024-03-06T17:07:34Z,Shell,415,,1045,1151
architecture-components-samples,android,23208,2017-05-09T21:09:14Z,2024-03-06T10:17:32Z,Kotlin,216,,538,690
Avalonia,AvaloniaUI,23188,2013-12-05T20:13:21Z,2024-03-06T18:31:03Z,C#,4473,,5097,6340
react-redux,reduxjs,23187,2015-07-11T17:32:01Z,2024-03-06T14:19:38Z,TypeScript,539,,1239,1261
homebridge,homebridge,23171,2014-12-01T16:37:39Z,2024-03-06T15:32:44Z,TypeScript,306,,3084,3102
so-vits-svc,svc-develop-team,23168,2023-03-10T09:31:09Z,2024-03-06T17:11:58Z,Python,153,,109,130
celery,celery,23144,2009-04-24T11:31:24Z,2024-03-06T18:30:08Z,Python,2265,,4376,4991
react-navigation,react-navigation,23139,2017-01-26T19:51:40Z,2024-03-06T08:26:07Z,TypeScript,1121,,8643,9325
tiptap,ueberdosis,23137,2018-08-20T19:58:58Z,2024-03-06T19:47:48Z,TypeScript,669,,2111,2516
wiki,requarks,23129,2016-08-16T19:35:26Z,2024-03-06T19:39:03Z,Vue,366,,2419,2479
exa,ogham,23111,2014-05-22T12:45:16Z,2024-03-06T19:49:03Z,Rust,229,,640,879
streisand,StreisandEffect,23100,2014-03-23T21:56:19Z,2024-03-06T18:01:38Z,Shell,527,,929,1140
copilot-docs,github,23089,2021-10-23T16:07:04Z,2024-03-06T14:19:47Z,,9,,0,0
textual,Textualize,23087,2021-04-08T15:24:47Z,2024-03-06T18:19:51Z,Python,1549,,1456,1604
mostly-adequate-guide,MostlyAdequate,23081,2015-05-06T01:44:15Z,2024-03-06T16:17:06Z,JavaScript,274,,203,277
restic,restic,23080,2014-04-27T14:07:58Z,2024-03-06T19:11:08Z,Go,1841,,2075,2499
dapr,dapr,23065,2019-06-19T00:49:06Z,2024-03-06T16:16:50Z,Go,3267,,3004,3370
Rocket,rwf2,23055,2016-03-18T02:50:18Z,2024-03-06T16:41:23Z,Rust,16,,1454,1506
skywalking,apache,23050,2015-11-07T03:30:36Z,2024-03-06T11:59:20Z,Java,4414,,5055,5115
vnpy,vnpy,22999,2015-03-02T03:36:58Z,2024-03-06T17:39:34Z,Python,1015,,2017,2026
plane,makeplane,22981,2022-11-19T12:55:01Z,2024-03-06T18:30:34Z,TypeScript,2952,,336,637
ML-From-Scratch,eriklindernoren,22979,2017-02-05T12:11:23Z,2024-03-06T19:47:12Z,Python,9,,37,69
filebrowser,filebrowser,22971,2015-09-11T21:21:58Z,2024-03-06T15:36:22Z,Go,455,,1972,2041
libuv,libuv,22970,2013-11-30T00:29:56Z,2024-03-06T19:51:20Z,C,947,,1543,1675
bubbletea,charmbracelet,22966,2020-01-10T21:04:03Z,2024-03-06T19:42:33Z,Go,389,,195,244
k6,grafana,22942,2016-03-21T15:30:24Z,2024-03-06T18:49:47Z,Go,1573,,1320,1699
guzzle,guzzle,22928,2011-02-28T02:44:05Z,2024-03-06T08:19:40Z,PHP,921,,1819,1840
flink,apache,22924,2014-06-07T07:00:10Z,2024-03-06T19:35:39Z,Java,8768,,0,0
CodeHub,CodeHubApp,22905,2013-07-23T22:19:57Z,2024-03-06T02:23:47Z,C#,13,,406,640
highlight.js,highlightjs,22869,2011-01-01T23:47:21Z,2024-03-06T12:36:52Z,JavaScript,1427,,1950,2045
modern-cpp-tutorial,changkun,22858,2016-08-19T14:39:15Z,2024-03-06T15:14:20Z,C++,107,,111,118
gson,google,22849,2015-03-19T18:21:20Z,2024-03-06T05:18:03Z,Java,637,,1334,1579
flameshot,flameshot-org,22829,2017-05-10T19:44:51Z,2024-03-06T19:55:31Z,C++,813,,1797,2340
pumpkin-book,datawhalechina,22820,2018-12-22T05:05:24Z,2024-03-06T15:22:43Z,,46,,54,70
chatgpt-on-wechat,zhayujie,22807,2022-08-07T08:33:41Z,2024-03-06T18:49:28Z,Python,156,,1064,1402
nanoid,ai,22792,2017-08-05T05:24:35Z,2024-03-06T17:59:28Z,JavaScript,179,,225,231
fyne,fyne-io,22791,2018-02-04T22:07:16Z,2024-03-06T19:20:18Z,Go,1571,,1964,2585
refine,refinedev,22784,2021-01-20T12:01:32Z,2024-03-06T19:52:41Z,TypeScript,3782,,1258,1279
sails,balderdashy,22771,2012-03-18T19:46:15Z,2024-03-06T09:36:19Z,JavaScript,546,,5869,6372
awesome-falsehood,kdeldycke,22762,2016-09-08T09:13:47Z,2024-03-06T19:57:05Z,,99,,26,28
awesome-datascience,academic,22750,2014-07-05T07:07:43Z,2024-03-06T16:29:03Z,,343,,49,49
howler.js,goldfire,22746,2013-01-28T16:47:12Z,2024-03-06T10:20:19Z,JavaScript,128,,1048,1380
JARVIS,microsoft,22745,2023-03-30T02:57:12Z,2024-03-06T17:37:41Z,Python,23,,101,174
refined-github,refined-github,22743,2016-02-15T16:45:02Z,2024-03-06T19:16:57Z,TypeScript,2882,,3689,3825
element-plus,element-plus,22691,2020-07-21T06:51:19Z,2024-03-06T18:16:22Z,TypeScript,5068,,4980,6218
flv.js,bilibili,22663,2016-05-12T08:34:31Z,2024-03-06T19:31:35Z,JavaScript,20,,309,729
hub,mislav,22659,2009-12-05T22:15:25Z,2024-03-06T18:36:04Z,Go,402,,1779,2021
elixir,elixir-lang,22647,2011-01-09T08:43:57Z,2024-03-06T19:32:29Z,Elixir,6768,,5242,5257
